img	modality	set	source	img_path	higher_modality	caption	split_set	target
1423-0127-16-109-3-1.jpg	D3DR	TRAIN	clef16	2016/train/D3DR/1423-0127-16-109-3-1.jpg	MOLECULAR	A. Three dimensional model of class C protein  (PDB code  2QZ6 )  showing group C specific motif identified from present study in red colour and class C specific PROSITE motif in orange . The active site region is highlighted with dotted surface while the known two of the three conserved regions playing a role in activity are shown in purple. Third conserved region overlapped with motif identified in current study, hence shown in red. B. Three dimensional model of class A beta lactamase (PDC code 1W7F) showing group A specific motif identified in present study (pink) and PROSITE motif (yellow). Dotted surface highlights the active site.	VAL	D3DR
1423-0127-16-109-3-2.jpg	D3DR	TRAIN	clef16	2016/train/D3DR/1423-0127-16-109-3-2.jpg	MOLECULAR	A. Three dimensional model of class C protein  (PDB code  2QZ6 )  showing group C specific motif identified from present study in red colour and class C specific PROSITE motif in orange . The active site region is highlighted with dotted surface while the known two of the three conserved regions playing a role in activity are shown in purple. Third conserved region overlapped with motif identified in current study, hence shown in red. B. Three dimensional model of class A beta lactamase (PDC code 1W7F) showing group A specific motif identified in present study (pink) and PROSITE motif (yellow). Dotted surface highlights the active site.	TRAIN	D3DR
1423-0127-17-34-3-1.jpg	D3DR	TRAIN	clef16	2016/train/D3DR/1423-0127-17-34-3-1.jpg	MOLECULAR	Three domains of AAG A (or C)-chain: (a) domain  Î³ 1, (b) domain  Î³ 2, (c) domain  Î³ 3 . These figures were generated by O program (Jones et al., 1991).	TRAIN	D3DR
1423-0127-17-34-3-2.jpg	D3DR	TRAIN	clef16	2016/train/D3DR/1423-0127-17-34-3-2.jpg	MOLECULAR	Three domains of AAG A (or C)-chain: (a) domain  Î³ 1, (b) domain  Î³ 2, (c) domain  Î³ 3 . These figures were generated by O program (Jones et al., 1991).	VAL	D3DR
1423-0127-17-34-3-3.jpg	D3DR	TRAIN	clef16	2016/train/D3DR/1423-0127-17-34-3-3.jpg	MOLECULAR	Three domains of AAG A (or C)-chain: (a) domain  Î³ 1, (b) domain  Î³ 2, (c) domain  Î³ 3 . These figures were generated by O program (Jones et al., 1991).	TRAIN	D3DR
1423-0127-17-34-5-1.jpg	D3DR	TRAIN	clef16	2016/train/D3DR/1423-0127-17-34-5-1.jpg	MOLECULAR	Two domains of AAG B (or D)-chain: (a) domain  Î´ 1, and (b) domain  Î´ 2 . These figures were generated by O program (Jones et al., 1991).,	TRAIN	D3DR
1423-0127-17-34-5-2.jpg	D3DR	TRAIN	clef16	2016/train/D3DR/1423-0127-17-34-5-2.jpg	MOLECULAR	Two domains of AAG B (or D)-chain: (a) domain  Î´ 1, and (b) domain  Î´ 2 . These figures were generated by O program (Jones et al., 1991).,	VAL	D3DR
1465-9921-12-61-7-4.jpg	GGEN	TRAIN	clef16	2016/train/GGEN/1465-9921-12-61-7-4.jpg	MOLECULAR	Examples for variations of expression levels in different BXD and inbred mouse strains and ge-nome-wide analysis of  cis-  and  trans -eQTLs . (A) Log 2  expression levels for  Ang1  and (B) corresponding  cis -eQTL signal. The numbers at the top are chromosomes. The blue line represents the significance level of the QTL expressed as LRS score (likelihood ratio statistic). A positive additive coefficient (green line) indicates that DBA/2J alleles increased trait values. A negative additive coefficient (red line) indicates that C57BL/6J alleles increased trait values. The two horizontal lines mark the genome-wide significance levels at p  <  0.05 (red line) and p  <  0.63 (gray line).  Ang1  is located on Chr 14 (triangle) and the QTL peak is at the same location as the gene. (C) Log 2  expression levels for  Cyp1a1  and (D) corresponding  trans  eQTL peak.  Cyp1a1  is on chromosome 9 (triangle) and the QTL was found on chromosome 12.,	TRAIN	GGEN
1465-9921-7-112-1-1.jpg	GCHE	TRAIN	clef16	2016/train/GCHE/1465-9921-7-112-1-1.jpg	MOLECULAR	Chemical structure of chitosan-thioglycolic acid conjugate  (A)  and transmission electron micrograph of chitosan nanoparticles following ionic crosslinking  (B) . Adsorption kinetics of mucin I-S with unmodified and thiolated chitosan nanoparticles  (C) . The value of mucin adsorbed represents the amount of mucin per 2 mg of chitosan nanoparticles. The experiments were repeated twice and results are expressed as mean  Â±  S.D (** P  <  0.01, * P  <  0.05 relative to 1 h).	TRAIN	GCHE
1471-2091-10-23-5-1.jpg	GGEN	TRAIN	clef16	2016/train/GGEN/1471-2091-10-23-5-1.jpg	MOLECULAR	Preferential cleavage sites for cysteine cathepsins within the thyroglobulin sequence at distinct redox- and pH-conditions . Characteristic Tg-fragments obtained by  in vitro  degradation at extracellular or intra-endo-lysosomal conditions were N-terminally sequenced. Newly generated N-termini are highlighted (A); box colors represent the respective condition at which fragments were obtained (c.f. Figure 1). Hormogenic sites, i.e. pre-formed thyroid hormones tri-iodothyronine (T 3 ) and thyroxine (T 4 ), are tagged in blue and green; the signal peptide is highlighted in grey. (B-D) Schematic drawings sketch the Tg molecule that comprises Tg Type I domains (green), Type II (blue), Type III A (light grey), Type III B repeats (dark grey), Thyropins (red), and CXXC-motifs (see [ 6 ] for details). Arrowheads indicate relative positions of identified cleavage sites utilized in extracellular- (B) or endosomal-like Tg processing (C). Cleavage sites of cathepsins B, D, and L were determined by N-terminal sequencing of Tg fragments derived from incubation of rabbit Tg with lysosomal extracts or cathepsins isolated from human thyrocytes (D; according to [ 36 , 37 ]). This scheme (D) is shown for comparison, only, and shaded to indicate that it is adopted (see [ 6 ]) from the results of studies performed by Dunn and co-workers [ 36 , 37 ]. Corresponding cysteine cathepsins or combinations thereof are given below the arrowheads; the respective neo-N-termini are specified above the representative schematic drawing. Arrows in B and D indicate similar cleavage sites under extracellular conditions and within lysosomes, respectively.,	TRAIN	GGEN
